Email,Type,Started free trial,Decision maker,Designation,Employee Size,Visited Pricing ,Visited Integrations ,Visited Platform ,Country,Acquisition Source,When do you need to Solution,Sources,Destinations,Status
172@customer-leads.com,request demo ,Yes,Yes,Swe,7014,No,Yes,Yes,Us,Blog - Redshift - Generic,Immediately,"python,chartio,superset",ms_sql,Interested
173@customer-leads.com,contact us,No,Yes,Ceo,1320,No,Yes,Yes,Denmark,Blog - Redshift - Generic,This Quarter,"mysql,ms_sql",ms_sql,May Consider
174@customer-leads.com,request quote,Yes,No,Product manager,61,No,Yes,Yes,Denmark,Blog - Redshift - Generic,This Quarter,"python,chartio,superset",redshift,Not Interested
175@customer-leads.com,created account ,No,No,Cto,9065,No,Yes,No,Germany,Direct - Home,In A Month,google_analytics ,redshift,Not Interested
176@customer-leads.com,request demo ,Yes,No,Cto,7855,No,No,No,China,Direct - Home,This Quarter,"python,chartio,superset",redshift,Not Interested
177@customer-leads.com,request demo ,Yes,Yes,Business analyst ,7400,Yes,No,No,Japan,Blog - Generic,Immediately,"redshift,s3,tableau","bigquery,s3",Interested
178@customer-leads.com,request demo ,Yes,Yes,Swe,5713,Yes,No,Yes,India,Blog - Redshift - X to Y,Early Exploration,"python,chartio,superset",ms_sql,Interested
179@customer-leads.com,created account ,Yes,No,Product manager,9750,Yes,No,Yes,Germany,Blog - Redshift - X to Y,In A Month,google_analytics ,redshift,Not Interested
180@customer-leads.com,contact us,Yes,Yes,Product manager,8684,Yes,Yes,No,Us,Blog - Generic,Immediately,"redshift,s3,tableau","bigquery,s3",Interested
181@customer-leads.com,request quote,No,Yes,Tech lead,8003,Yes,Yes,Yes,India,Ads - ETL Tools,Early Exploration,"redshift,s3,tableau",redshift,May Consider
182@customer-leads.com,request demo ,Yes,Yes,Swe,199,Yes,No,Yes,Japan,Ads - ETL Tools,Immediately,"aurora,s3",redshift,Interested
183@customer-leads.com,request quote,No,Yes,Ceo,773,Yes,Yes,No,Germany,Direct - Home,Early Exploration,"redshift,s3,tableau",redshift,May Consider
184@customer-leads.com,request demo ,Yes,No,Cto,9299,Yes,Yes,No,Germany,Blog - Redshift - Generic,Early Exploration,google_analytics ,"bigquery,s3",Not Interested
185@customer-leads.com,request demo ,Yes,No,Cto,5515,Yes,No,No,Us,Blog - Redshift - X to Y,This Quarter,"python,chartio,superset","bigquery,s3",Not Interested
186@customer-leads.com,created account ,Yes,Yes,Tech lead,8226,Yes,Yes,Yes,Japan,Blog - Redshift - Generic,In A Month,"python,chartio,superset","postgres,s3,ms_sql",Interested
187@customer-leads.com,request demo ,No,No,Swe,8154,No,Yes,Yes,Denmark,Blog - Redshift - X to Y,Immediately,google_analytics ,redshift,Not Interested
188@customer-leads.com,contact us,No,No,Cto,1767,Yes,Yes,No,Denmark,Direct - Home,Early Exploration,"mysql,ms_sql","bigquery,s3",Not Interested
189@customer-leads.com,request demo ,Yes,Yes,Business analyst ,4170,No,Yes,No,Japan,Ads - ETL Tools,Immediately,"python,chartio,superset","snowflake,rds,ms_sql",Interested
190@customer-leads.com,request quote,Yes,Yes,Tech lead,412,Yes,No,Yes,Germany,Ads - ETL Tools,This Quarter,"redshift,s3,tableau",redshift,Interested
191@customer-leads.com,request quote,Yes,No,Ceo,6274,No,Yes,No,Japan,Direct - Home,Early Exploration,google_analytics ,"snowflake,rds,ms_sql",Not Interested
192@customer-leads.com,contact us,Yes,No,Swe,1045,No,Yes,No,Germany,Blog - Redshift - Generic,This Quarter,"python,chartio,superset",redshift,Not Interested
193@customer-leads.com,request demo ,No,No,Swe,2146,Yes,No,No,India,Ads - ETL Tools,This Quarter,"redshift,s3,tableau","snowflake,rds,ms_sql",Not Interested
194@customer-leads.com,created account ,No,No,Business analyst ,5514,Yes,No,Yes,Germany,Direct - Home,Early Exploration,"mysql,ms_sql","bigquery,s3",Not Interested
195@customer-leads.com,request quote,No,No,Product manager,9691,No,No,Yes,Germany,Blog - Generic,Early Exploration,"redshift,s3,tableau","snowflake,rds,ms_sql",Not Interested
196@customer-leads.com,request demo ,Yes,No,Tech lead,4991,Yes,No,No,Us,Ads - ETL Tools,Early Exploration,"mysql,ms_sql",ms_sql,Not Interested
197@customer-leads.com,request demo ,Yes,No,Cto,1663,No,No,Yes,Us,Blog - Redshift - Generic,Immediately,"python,chartio,superset","bigquery,s3",Not Interested
198@customer-leads.com,request quote,Yes,Yes,Product manager,3005,Yes,No,No,Japan,Direct - Home,In A Month,"python,chartio,superset","snowflake,rds,ms_sql",Interested
199@customer-leads.com,created account ,Yes,No,Swe,9916,Yes,Yes,No,Denmark,Ads - ETL Tools,Immediately,"redshift,s3,tableau","postgres,s3,ms_sql",Not Interested
200@customer-leads.com,created account ,No,No,Swe,8644,No,No,No,Us,Direct - Home,Early Exploration,"mysql,ms_sql",redshift,Not Interested
201@customer-leads.com,contact us,No,No,Tech lead,2959,No,Yes,No,Denmark,Direct - Home,In A Month,"mysql,ms_sql","postgres,s3,ms_sql",Not Interested
202@customer-leads.com,request quote,Yes,No,Tech lead,7800,Yes,No,No,China,Blog - Generic,In A Month,"python,chartio,superset","bigquery,s3",Not Interested
203@customer-leads.com,request quote,No,No,Tech lead,617,Yes,No,Yes,Germany,Blog - Redshift - Generic,Early Exploration,google_analytics ,"bigquery,s3",Not Interested
204@customer-leads.com,contact us,No,Yes,Ceo,3457,No,No,Yes,Us,Ads - ETL Tools,In A Month,"python,chartio,superset","snowflake,rds,ms_sql",May Consider
205@customer-leads.com,request demo ,Yes,No,Ceo,4754,No,No,Yes,Us,Ads - ETL Tools,Early Exploration,"python,chartio,superset","postgres,s3,ms_sql",Not Interested
206@customer-leads.com,contact us,No,No,Swe,6123,No,No,Yes,Denmark,Blog - Redshift - Generic,Early Exploration,"aurora,s3","bigquery,s3",Not Interested
207@customer-leads.com,request quote,Yes,No,Business analyst ,1020,No,No,Yes,Japan,Blog - Generic,Early Exploration,"python,chartio,superset","snowflake,rds,ms_sql",Not Interested
208@customer-leads.com,request quote,No,Yes,Ceo,2670,No,No,No,China,Blog - Generic,In A Month,"redshift,s3,tableau","postgres,s3,ms_sql",May Consider
209@customer-leads.com,request demo ,Yes,Yes,Swe,5393,Yes,Yes,Yes,India,Ads - ETL Tools,Early Exploration,"aurora,s3",ms_sql,Interested
210@customer-leads.com,contact us,No,Yes,Ceo,7143,No,No,No,Us,Ads - ETL Tools,Early Exploration,"aurora,s3","snowflake,rds,ms_sql",May Consider
211@customer-leads.com,request quote,Yes,No,Business analyst ,3466,Yes,Yes,No,Denmark,Direct - Home,This Quarter,google_analytics ,ms_sql,Not Interested
212@customer-leads.com,request demo ,No,No,Ceo,7045,Yes,No,No,China,Direct - Home,Immediately,google_analytics ,redshift,Not Interested
213@customer-leads.com,request quote,Yes,Yes,Swe,7315,No,No,Yes,Germany,Direct - Home,Early Exploration,"mysql,ms_sql",ms_sql,Interested
214@customer-leads.com,request quote,Yes,Yes,Cto,867,Yes,Yes,No,Denmark,Ads - ETL Tools,Immediately,"mysql,ms_sql",redshift,Interested
215@customer-leads.com,request quote,Yes,No,Cto,8864,No,No,No,Japan,Blog - Redshift - Generic,Early Exploration,"redshift,s3,tableau",redshift,Not Interested
216@customer-leads.com,request demo ,Yes,Yes,Tech lead,1861,Yes,No,Yes,Us,Blog - Redshift - X to Y,Immediately,"aurora,s3",ms_sql,Interested
217@customer-leads.com,request demo ,No,No,Swe,3628,Yes,Yes,No,India,Blog - Redshift - X to Y,In A Month,"python,chartio,superset",redshift,Not Interested
218@customer-leads.com,request quote,No,No,Ceo,4572,No,Yes,Yes,China,Blog - Generic,Immediately,"redshift,s3,tableau",redshift,Not Interested
219@customer-leads.com,request quote,Yes,No,Tech lead,1476,Yes,No,Yes,India,Blog - Generic,This Quarter,"mysql,ms_sql","bigquery,s3",Not Interested
220@customer-leads.com,request quote,No,Yes,Cto,4172,Yes,No,Yes,Denmark,Ads - ETL Tools,Early Exploration,"mysql,ms_sql","bigquery,s3",May Consider
221@customer-leads.com,request quote,Yes,Yes,Business analyst ,665,No,No,Yes,Denmark,Blog - Generic,In A Month,"python,chartio,superset",redshift,Interested
222@customer-leads.com,request demo ,Yes,Yes,Cto,7505,No,Yes,Yes,Us,Blog - Redshift - X to Y,This Quarter,google_analytics ,"postgres,s3,ms_sql",Interested
223@customer-leads.com,request quote,Yes,No,Product manager,5505,Yes,Yes,Yes,Us,Direct - Home,This Quarter,google_analytics ,ms_sql,Not Interested
224@customer-leads.com,request quote,Yes,Yes,Tech lead,496,No,No,No,Us,Direct - Home,Early Exploration,"aurora,s3","postgres,s3,ms_sql",Interested
225@customer-leads.com,request demo ,Yes,Yes,Product manager,6974,No,Yes,No,Us,Direct - Home,In A Month,"python,chartio,superset",ms_sql,Interested
226@customer-leads.com,request quote,Yes,No,Business analyst ,3801,Yes,Yes,No,Denmark,Blog - Redshift - Generic,Early Exploration,"mysql,ms_sql","postgres,s3,ms_sql",Not Interested
227@customer-leads.com,created account ,No,No,Ceo,1986,Yes,Yes,No,Denmark,Direct - Home,In A Month,"redshift,s3,tableau",ms_sql,Not Interested
228@customer-leads.com,created account ,Yes,No,Ceo,7051,No,Yes,Yes,China,Direct - Home,Immediately,"redshift,s3,tableau",ms_sql,Not Interested
229@customer-leads.com,contact us,Yes,No,Cto,1285,Yes,Yes,No,Germany,Direct - Home,In A Month,google_analytics ,"snowflake,rds,ms_sql",Not Interested
230@customer-leads.com,request demo ,No,No,Product manager,574,No,Yes,No,Denmark,Blog - Redshift - Generic,This Quarter,"mysql,ms_sql","bigquery,s3",Not Interested
231@customer-leads.com,created account ,No,No,Tech lead,4492,No,Yes,No,Us,Blog - Redshift - X to Y,In A Month,"mysql,ms_sql","postgres,s3,ms_sql",Not Interested
232@customer-leads.com,request demo ,No,Yes,Business analyst ,7327,No,Yes,No,Us,Ads - ETL Tools,This Quarter,"mysql,ms_sql",ms_sql,May Consider
233@customer-leads.com,contact us,Yes,Yes,Business analyst ,2275,Yes,Yes,Yes,India,Blog - Redshift - X to Y,Immediately,"python,chartio,superset","postgres,s3,ms_sql",Interested
234@customer-leads.com,contact us,Yes,Yes,Product manager,8328,No,No,No,Us,Ads - ETL Tools,In A Month,"redshift,s3,tableau",redshift,Interested
235@customer-leads.com,contact us,No,No,Tech lead,2242,No,No,No,Denmark,Blog - Redshift - X to Y,In A Month,"aurora,s3",ms_sql,Not Interested
236@customer-leads.com,request quote,Yes,Yes,Business analyst ,1894,No,No,No,China,Direct - Home,This Quarter,"aurora,s3","postgres,s3,ms_sql",Interested
237@customer-leads.com,request demo ,Yes,No,Ceo,2871,No,Yes,Yes,China,Blog - Generic,Early Exploration,"python,chartio,superset","postgres,s3,ms_sql",Not Interested
238@customer-leads.com,contact us,Yes,No,Swe,3639,No,No,Yes,Us,Blog - Redshift - X to Y,Early Exploration,"python,chartio,superset",redshift,Not Interested
239@customer-leads.com,request demo ,Yes,Yes,Swe,9201,No,No,Yes,Germany,Blog - Redshift - X to Y,This Quarter,google_analytics ,"bigquery,s3",Interested
240@customer-leads.com,contact us,No,Yes,Swe,5184,Yes,No,No,China,Ads - ETL Tools,This Quarter,google_analytics ,ms_sql,May Consider
241@customer-leads.com,request quote,Yes,No,Cto,6247,No,Yes,No,Japan,Ads - ETL Tools,Early Exploration,google_analytics ,redshift,Not Interested
242@customer-leads.com,request demo ,No,No,Business analyst ,3129,Yes,Yes,Yes,Germany,Blog - Redshift - X to Y,Early Exploration,google_analytics ,"snowflake,rds,ms_sql",Not Interested
243@customer-leads.com,request demo ,No,No,Swe,1380,Yes,Yes,Yes,India,Blog - Generic,This Quarter,"python,chartio,superset","snowflake,rds,ms_sql",Not Interested
244@customer-leads.com,request quote,Yes,Yes,Ceo,3470,No,No,No,Denmark,Direct - Home,In A Month,google_analytics ,"snowflake,rds,ms_sql",Interested
245@customer-leads.com,request demo ,No,Yes,Ceo,744,Yes,Yes,Yes,Germany,Direct - Home,Immediately,"python,chartio,superset",ms_sql,May Consider
246@customer-leads.com,request quote,No,No,Tech lead,2714,Yes,No,No,Denmark,Ads - ETL Tools,Early Exploration,google_analytics ,"bigquery,s3",Not Interested
247@customer-leads.com,request quote,Yes,No,Business analyst ,7147,Yes,No,No,India,Blog - Redshift - X to Y,This Quarter,"redshift,s3,tableau","snowflake,rds,ms_sql",Not Interested
248@customer-leads.com,created account ,Yes,Yes,Swe,6411,No,No,Yes,Denmark,Blog - Redshift - Generic,Early Exploration,"redshift,s3,tableau",ms_sql,Interested
249@customer-leads.com,request demo ,No,No,Product manager,2701,No,Yes,Yes,China,Blog - Redshift - Generic,Early Exploration,"aurora,s3","postgres,s3,ms_sql",Not Interested
250@customer-leads.com,contact us,No,Yes,Cto,6724,No,No,No,Denmark,Direct - Home,This Quarter,google_analytics ,ms_sql,May Consider
251@customer-leads.com,contact us,No,No,Tech lead,2428,No,Yes,Yes,India,Direct - Home,Early Exploration,"mysql,ms_sql","snowflake,rds,ms_sql",Not Interested
252@customer-leads.com,request quote,No,No,Tech lead,8396,No,No,Yes,Germany,Blog - Generic,Early Exploration,"aurora,s3","bigquery,s3",Not Interested
253@customer-leads.com,created account ,No,Yes,Product manager,2171,Yes,Yes,No,Japan,Ads - ETL Tools,This Quarter,google_analytics ,"postgres,s3,ms_sql",May Consider
254@customer-leads.com,request demo ,No,Yes,Swe,4956,Yes,No,No,Denmark,Blog - Redshift - Generic,This Quarter,"redshift,s3,tableau","postgres,s3,ms_sql",May Consider
255@customer-leads.com,request quote,No,No,Swe,5340,Yes,No,No,Denmark,Blog - Generic,Immediately,"aurora,s3","bigquery,s3",Not Interested
256@customer-leads.com,request demo ,Yes,No,Tech lead,7393,No,Yes,Yes,Denmark,Ads - ETL Tools,In A Month,"redshift,s3,tableau","bigquery,s3",Not Interested
257@customer-leads.com,created account ,Yes,Yes,Business analyst ,4829,Yes,No,Yes,China,Blog - Generic,In A Month,"aurora,s3",redshift,Interested
258@customer-leads.com,created account ,No,Yes,Tech lead,7144,Yes,No,Yes,India,Direct - Home,Immediately,"python,chartio,superset","postgres,s3,ms_sql",May Consider
259@customer-leads.com,request demo ,No,Yes,Swe,5978,No,No,No,Us,Blog - Redshift - Generic,This Quarter,"python,chartio,superset",ms_sql,May Consider
260@customer-leads.com,request demo ,Yes,No,Ceo,1862,No,Yes,Yes,China,Direct - Home,In A Month,google_analytics ,"snowflake,rds,ms_sql",Not Interested
261@customer-leads.com,created account ,No,No,Tech lead,8205,Yes,Yes,Yes,Us,Blog - Redshift - X to Y,Early Exploration,"python,chartio,superset","bigquery,s3",Not Interested
262@customer-leads.com,created account ,Yes,No,Product manager,8323,No,No,Yes,India,Direct - Home,In A Month,"python,chartio,superset","postgres,s3,ms_sql",Not Interested
263@customer-leads.com,created account ,Yes,Yes,Product manager,8728,No,Yes,No,Japan,Blog - Generic,Immediately,"redshift,s3,tableau",redshift,Interested
264@customer-leads.com,request quote,No,Yes,Product manager,8607,Yes,Yes,Yes,China,Blog - Redshift - Generic,This Quarter,"mysql,ms_sql",redshift,May Consider
265@customer-leads.com,created account ,No,Yes,Product manager,830,No,Yes,No,India,Blog - Generic,Early Exploration,"aurora,s3",ms_sql,May Consider
266@customer-leads.com,contact us,No,Yes,Ceo,9166,No,Yes,Yes,China,Blog - Redshift - X to Y,Early Exploration,"mysql,ms_sql",ms_sql,May Consider
267@customer-leads.com,request quote,Yes,No,Product manager,9133,Yes,No,Yes,India,Blog - Redshift - X to Y,Early Exploration,"mysql,ms_sql",redshift,Not Interested
268@customer-leads.com,contact us,Yes,No,Cto,653,Yes,No,No,Denmark,Direct - Home,Early Exploration,"redshift,s3,tableau","postgres,s3,ms_sql",Not Interested
269@customer-leads.com,request demo ,Yes,No,Ceo,8966,Yes,No,No,Germany,Direct - Home,This Quarter,"aurora,s3",ms_sql,Not Interested
270@customer-leads.com,created account ,Yes,No,Cto,6341,Yes,Yes,Yes,Us,Ads - ETL Tools,This Quarter,"mysql,ms_sql","postgres,s3,ms_sql",Not Interested
271@customer-leads.com,request quote,No,Yes,Ceo,8450,Yes,Yes,Yes,China,Direct - Home,In A Month,"redshift,s3,tableau","postgres,s3,ms_sql",May Consider
272@customer-leads.com,created account ,Yes,No,Cto,7385,No,Yes,Yes,Japan,Blog - Redshift - Generic,This Quarter,"mysql,ms_sql","snowflake,rds,ms_sql",Not Interested
273@customer-leads.com,contact us,Yes,No,Cto,1519,Yes,Yes,No,Us,Direct - Home,Early Exploration,"redshift,s3,tableau","bigquery,s3",Not Interested
274@customer-leads.com,request quote,Yes,No,Business analyst ,9707,Yes,Yes,No,China,Direct - Home,Early Exploration,"aurora,s3","postgres,s3,ms_sql",Not Interested
275@customer-leads.com,request demo ,No,No,Business analyst ,7796,Yes,Yes,No,India,Blog - Generic,Immediately,"redshift,s3,tableau","bigquery,s3",Not Interested
276@customer-leads.com,request demo ,No,No,Business analyst ,2396,No,No,No,Japan,Ads - ETL Tools,Early Exploration,"redshift,s3,tableau","snowflake,rds,ms_sql",Not Interested
277@customer-leads.com,request quote,No,No,Tech lead,5247,No,No,Yes,Denmark,Blog - Generic,In A Month,"aurora,s3",ms_sql,Not Interested
278@customer-leads.com,created account ,No,Yes,Business analyst ,4195,Yes,Yes,Yes,Germany,Blog - Generic,Early Exploration,"python,chartio,superset",redshift,May Consider
279@customer-leads.com,created account ,No,No,Business analyst ,1862,Yes,Yes,Yes,Us,Blog - Redshift - X to Y,Immediately,"redshift,s3,tableau",redshift,Not Interested
280@customer-leads.com,request demo ,Yes,No,Ceo,4303,No,Yes,No,India,Direct - Home,Immediately,"python,chartio,superset","postgres,s3,ms_sql",Not Interested
281@customer-leads.com,created account ,No,Yes,Cto,7248,Yes,Yes,Yes,Denmark,Direct - Home,In A Month,"redshift,s3,tableau",ms_sql,May Consider
282@customer-leads.com,contact us,No,No,Swe,939,Yes,Yes,Yes,Denmark,Blog - Redshift - X to Y,This Quarter,"aurora,s3",ms_sql,Not Interested
283@customer-leads.com,request demo ,Yes,Yes,Cto,8289,Yes,No,Yes,Germany,Blog - Generic,Immediately,"redshift,s3,tableau",ms_sql,Interested
284@customer-leads.com,contact us,Yes,Yes,Ceo,6177,Yes,Yes,Yes,Japan,Ads - ETL Tools,This Quarter,"aurora,s3","bigquery,s3",Interested
285@customer-leads.com,request demo ,No,Yes,Swe,8014,Yes,No,Yes,Germany,Blog - Redshift - X to Y,Early Exploration,"mysql,ms_sql",redshift,May Consider
286@customer-leads.com,request demo ,Yes,Yes,Tech lead,4202,Yes,No,No,China,Blog - Redshift - Generic,Early Exploration,"mysql,ms_sql",ms_sql,Interested
287@customer-leads.com,contact us,No,Yes,Tech lead,1013,Yes,No,Yes,Japan,Direct - Home,This Quarter,"redshift,s3,tableau","postgres,s3,ms_sql",May Consider
288@customer-leads.com,request quote,No,No,Ceo,3847,No,Yes,No,China,Blog - Generic,Immediately,"redshift,s3,tableau","postgres,s3,ms_sql",Not Interested
289@customer-leads.com,created account ,Yes,No,Tech lead,174,Yes,No,Yes,China,Blog - Generic,Immediately,"redshift,s3,tableau",ms_sql,Not Interested
290@customer-leads.com,request quote,No,No,Business analyst ,6777,No,No,Yes,China,Blog - Redshift - X to Y,This Quarter,"mysql,ms_sql",redshift,Not Interested
291@customer-leads.com,request demo ,Yes,Yes,Cto,2031,No,No,Yes,Us,Direct - Home,In A Month,"aurora,s3",redshift,Interested
292@customer-leads.com,created account ,Yes,Yes,Cto,1919,No,No,Yes,Us,Blog - Redshift - X to Y,Immediately,google_analytics ,ms_sql,Interested
